,Día,Precio (€),product_name,quantity,magnitude,units,category_name,supermarket_name,url
0,14/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
1,15/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
2,16/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
3,17/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
4,18/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
5,19/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
6,20/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
7,21/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
8,22/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
9,23/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
10,24/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
11,25/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
12,26/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
13,27/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
14,28/08/2024,3.00,"Aceite De Oliva Virgen Extra Monodosis La Española, Pack 5X20 Ml",,0.02,l,aceite_de_oliva,eroski,https://super.facua.org/eroski/aceite-de-oliva/aceite-de-oliva-virgen-extra-monodosis-la-espanola-pack-5x20-ml/
